1st_choice,2nd_choice,3rd_choice,ssc_or_olevel,hsc_or_alevel,medium,ssc_board,hsc_board,Credit Earned,CGPA,registered_program,target_dept
BBA-1,LLB-2,,5,5,ban,Dhaka,Dhaka,123.00,3.89,LLB,School_of_Law
BBA-1,LLB-2,,4.63,3.5,ban,Dhaka,Dhaka,105.00,2.35,LLB,School_of_Law
LLB-1,BBA-2,,4.69,4.9,ban,Dhaka,Dhaka,66.00,2.7,LLB,School_of_Law
LLB-1,BBA-2,,,,ban,,,15.00,3.16,LLB,School_of_Law
LLB-1,ECO-2,,5,5,ban,Dhaka,Dhaka,15.00,2.34,LLB,School_of_Law
BBA-1,LLB-2,,5,3.3,ban,Dinajpur,Dhaka,12.00,3.05,LLB,School_of_Law
BBA-1,LLB-2,,5,4.5,ban,Dhaka,Dhaka,156.00,2.54,LLB,School_of_Law
LLB-1,ARC-2,,5,4.7,ban,Dhaka,Dhaka,27.00,3.59,LLB,School_of_Law
LLB-1,ENG-2,,5,5,eng-ver,Dhaka,Dhaka,15.00,2.67,LLB,School_of_Law
LLB-1,ECO-2,,5,4.8,ban,Dhaka,Dhaka,97.00,2.77,LLB,School_of_Law
LLB-1,ECO-2,,5,5,ban,Dhaka,Dhaka,123.00,2.62,LLB,School_of_Law
BBA-1,LLB-2,,4.69,4.4,ban,Dinajpur,Dinajpur,111.00,2.74,LLB,School_of_Law
LLB-1,ENG-2,,5,3.3,ban,Dhaka,Dhaka,111.00,2.86,LLB,School_of_Law
LLB-1,ENG-2,,5,3,eng,,,72.00,2.41,LLB,School_of_Law
LLB-1,ENG-2,,4.69,4.9,ban,Dhaka,Dhaka,96.00,2.87,LLB,School_of_Law
BBA-1,LLB-2,,5,4.1,ban,Rajshahi,Rajshahi,75.00,2.07,LLB,School_of_Law
LLB-1,MIC-2,,4.44,4,ban,Dhaka,Dhaka,18.00,2.83,LLB,School_of_Law
LLB-1,ENG-2,,4.69,4.8,ban,Dhaka,Dhaka,102.00,2.42,LLB,School_of_Law
LLB-1,ENG-2,,4.63,4.6,ban,Dhaka,Dhaka,75.00,3.9,LLB,School_of_Law
LLB-1,PHR-2,,5,4.1,ban,Dhaka,Dhaka,27.00,3.77,LLB,School_of_Law
LLB-1,ENG-2,,5,5,ban,Dhaka,Dhaka,29.00,2.9,LLB,School_of_Law
BBA-1,LLB-2,,4.88,5,ban,Dhaka,Dhaka,111.00,3.33,LLB,School_of_Law
LLB-1,BBA-2,,4.94,5,ban,Dhaka,Dhaka,65.50,2.72,LLB,School_of_Law
MIC-1,LLB-2,,3.88,4.2,ban,Dhaka,Dhaka,105.00,2.81,LLB,School_of_Law
LLB-1,ENG-2,,5,4.2,ban,Comilla,Comilla,117.00,3.96,LLB,School_of_Law
LLB-1,ECO-2,,5,5,ban,Dhaka,Dhaka,39.00,2.59,LLB,School_of_Law
APE-1,LLB-2,,4.56,4.6,ban,Dhaka,Dhaka,48.00,2.69,LLB,School_of_Law
LLB-1,BBA-2,,5,4.8,ban,Chittagong,Chittagong,93.00,3.57,LLB,School_of_Law
LLB-1,ENG-2,,4.81,4.7,ban,Comilla,Comilla,24.00,3.57,LLB,School_of_Law
ECO-1,ARC-2,,4.6,4,eng,,,18.00,2.38,LLB,School_of_Law
LLB-1,ENG-2,,5,5,ban,Dhaka,Dhaka,21.00,2.81,LLB,School_of_Law
LLB-1,ENG-2,,4.06,4.1,ban,Dhaka,Dhaka,30.00,2.68,LLB,School_of_Law
LLB-1,PHR-2,CSE-3,5,4.4,ban,Jessore,Jessore,39.00,2.2,LLB,School_of_Law
BBA-1,ENG-2,LLB-3,4.81,5,ban,Dhaka,Dhaka,84.00,2.69,LLB,School_of_Law
BBA-1,ENG-2,LLB-3,4.06,5,ban,Dhaka,Dhaka,39.00,3.29,LLB,School_of_Law
LLB-1,ENG-2,ECO-3,4.75,4.4,ban,Comilla,Comilla,114.00,2.37,LLB,School_of_Law
LLB-1,ENG-2,ANT-3,4.19,4.5,ban,Dhaka,Dhaka,21.00,2.29,LLB,School_of_Law
LLB-1,BBA-2,ARC-3,5,4.4,ban,Dhaka,Dhaka,78.00,2.88,LLB,School_of_Law
LLB-1,BBA-2,ENG-3,5,4.8,ban,Dhaka,Dhaka,83.50,3.29,LLB,School_of_Law
LLB-1,EEE-2,MAT-3,4.94,4,ban,Rajshahi,Barisal,24.00,2.51,LLB,School_of_Law
LLB-1,BBA-2,PHR-3,5,5,ban,Dhaka,Dhaka,27.00,2.63,LLB,School_of_Law
LLB-1,BBA-2,ENG-3,4.94,4.8,ban,Dhaka,Dhaka,126.00,2.98,LLB,School_of_Law
LLB-1,BBA-2,ENG-3,5,5,ban,Dhaka,Dhaka,21.00,3.1,LLB,School_of_Law
LLB-1,PHR-2,BBA-3,5,5,ban,Dhaka,Dhaka,170.00,3.82,LLB,School_of_Law
LLB-1,ENG-2,BBA-3,4.13,4.7,ban,Dhaka,Dhaka,117.00,2.4,LLB,School_of_Law
LLB-1,ENG-2,ECO-3,5,4.2,ban,Dhaka,Dhaka,30.00,2.73,LLB,School_of_Law
LLB-1,PHR-2,ARC-3,5,4.2,ban,Barisal,Dhaka,15.00,3.71,LLB,School_of_Law
ENG-1,CSE-2,LLB-3,5,5,ban,Dinajpur,Dhaka,115.00,2.33,LLB,School_of_Law
LLB-1,ENG-2,ANT-3,4.96,4.4,ban,Dhaka,Dhaka,87.00,2.64,LLB,School_of_Law
LLB-1,BBA-2,ENG-3,4.19,4,ban,Chittagong,Chittagong,48.00,2.84,LLB,School_of_Law
ARC-1,LLB-2,CSE-3,3.94,3.3,ban,Dhaka,Dhaka,72.00,2.95,LLB,School_of_Law
LLB-1,ENG-2,ANT-3,5,4.3,ban,Rajshahi,Rajshahi,105.00,2.87,LLB,School_of_Law
LLB-1,,,5,5,ban,Comilla,Comilla,33.00,2.03,LLB,School_of_Law
BBA-1,LLB-2,ECO-3,5,4.9,ban,Jessore,Jessore,16.00,3.74,LLB,School_of_Law
LLB-1,BBA-2,ECO-3,4.81,4.9,ban,Dhaka,Dhaka,12.00,3.62,LLB,School_of_Law
LLB-1,BBA-2,ENG-3,5,4,ban,Dinajpur,Dinajpur,12.00,2.99,LLB,School_of_Law
ECO-1,LLB-2,ENG-3,5,5,ban,Dhaka,Dhaka,35.00,2.64,LLB,School_of_Law
LLB-1,ENG-2,ECO-3,3.75,3.9,ban,Dhaka,Dhaka,63.00,2.74,LLB,School_of_Law
LLB-1,BBA-2,ENG-3,5,5,ban,Chittagong,Dhaka,15.00,3.66,LLB,School_of_Law
BBA-1,LLB-2,ECO-3,,,ban,Chittagong,Chittagong,51.00,2.03,LLB,School_of_Law
BBA-1,LLB-2,ENG-3,5,5,ban,Dhaka,Dhaka,48.00,2.75,LLB,School_of_Law
LLB-1,EEE-2,CSE-3,3.43,,eng,,,126.00,3.97,LLB,School_of_Law
LLB-1,BBA-2,EEE-3,5,4,ban,Rajshahi,Rajshahi,38.00,3.27,LLB,School_of_Law
BBA-1,LLB-2,ENG-3,4.69,4.6,ban,Dhaka,Dhaka,66.00,3.01,LLB,School_of_Law
LLB-1,ENG-2,,4.63,5,ban,Dhaka,Dhaka,39.00,3.19,LLB,School_of_Law
LLB-1,ENG-2,ANT-3,4.88,5,ban,Dhaka,Dhaka,63.00,3.35,LLB,School_of_Law
LLB-1,CSE-2,ARC-3,4.94,4,ban,Barisal,Barisal,71.50,2.16,LLB,School_of_Law
BBA-1,LLB-2,ENG-3,5,5,ban,Comilla,Comilla,21.00,3.07,LLB,School_of_Law
LLB-1,EEE-2,PHR-3,4.63,4,ban,Dhaka,Dhaka,15.00,2.85,LLB,School_of_Law
LLB-1,ANT-2,ENG-3,5,4.58,madrasah,Madrasah,Madrasah,47.50,3.65,LLB,School_of_Law
LLB-1,ENG-2,ECO-3,4.75,4.9,ban,Dhaka,Dhaka,9.00,2.49,LLB,School_of_Law
LLB-1,ENG-2,,4.8,3.9,ban,Dhaka,Dhaka,48.00,2.14,LLB,School_of_Law
LLB-1,BIO-2,MIC-3,5,,eng,,,120.00,2.16,LLB,School_of_Law
LLB-1,,,4.38,4.7,ban,Dhaka,Dhaka,18.00,2.8,LLB,School_of_Law
LLB-1,BBA-2,ENG-3,4.44,4.5,ban,Dhaka,Dhaka,117.00,2.16,LLB,School_of_Law
LLB-1,ECO-2,ENG-3,5,5,ban,Dhaka,Dhaka,76.00,3.86,LLB,School_of_Law
BBA-1,ECO-2,LLB-3,4.88,5,ban,Rajshahi,Rajshahi,72.00,2.54,LLB,School_of_Law
ARC-1,LLB-2,MIC-3,3.8,5,ban,Comilla,Comilla,18.00,2.37,LLB,School_of_Law
LLB-1,BBA-2,ECO-3,4.75,4.9,ban,Dhaka,Dhaka,129.00,3.68,LLB,School_of_Law
LLB-1,ENG-2,BBA-3,3.94,4.1,ban,Dhaka,Dhaka,120.00,2.97,LLB,School_of_Law
LLB-1,ENG-2,BBA-3,5,4.7,madrasah,Madrasah,Dhaka,120.00,2.52,LLB,School_of_Law
BBA-1,ECO-2,LLB-3,4.88,4.4,ban,Dhaka,Dhaka,119.50,2.01,LLB,School_of_Law
LLB-1,ENG-2,BBA-3,,4,eng,,,123.00,3.84,LLB,School_of_Law
ARC-1,ECO-2,LLB-3,5,4.7,ban,Dhaka,Dhaka,63.00,2.76,LLB,School_of_Law
LLB-1,ECO-2,BBA-3,4.63,4.3,ban,Dhaka,Dhaka,7.50,3.37,LLB,School_of_Law
LLB-1,ENG-2,ECO-3,4.75,4.8,ban,Dhaka,Dhaka,70.00,3.82,LLB,School_of_Law
BBA-1,LLB-2,ENG-3,4.81,4.9,ban,Dhaka,Dhaka,136.00,2.28,LLB,School_of_Law
BBA-1,LLB-2,ECO-3,4.81,4.4,ban,Dhaka,Dhaka,145.00,2.62,LLB,School_of_Law
LLB-1,ENG-2,BBA-3,4.94,5,ban,Dhaka,Dhaka,9.00,2.76,LLB,School_of_Law
ENG-1,LLB-2,BBA-3,4.44,4.6,ban,Dhaka,Dhaka,15.00,2.33,LLB,School_of_Law
LLB-1,BBA-2,ENG-3,5,5,ban,Jessore,Jessore,9.00,2.93,LLB,School_of_Law
LLB-1,ENG-2,ANT-3,4.75,5,ban,Dhaka,Dhaka,42.00,3.49,LLB,School_of_Law
BBA-1,ECO-2,LLB-3,4.94,5,ban,Dhaka,Dhaka,33.00,2.15,LLB,School_of_Law
LLB-1,,,4.69,4.5,ban,Dhaka,Dhaka,30.00,3.4,LLB,School_of_Law
BBA-1,LLB-2,ENG-3,5,5,ban,Jessore,Dhaka,21.00,2.38,LLB,School_of_Law
LLB-1,ENG-2,,4.38,4.7,ban,Dhaka,Dhaka,9.00,2.63,LLB,School_of_Law
LLB-1,ECO-2,ENG-3,5,3.5,ban,Barisal,Barisal,24.00,2.82,LLB,School_of_Law
LLB-1,,,5,,ban,Dhaka,Dhaka,21.00,3.61,LLB,School_of_Law
LLB-1,BBA-2,CSE-3,5,,ban,Rajshahi,Rajshahi,9.00,2.27,LLB,School_of_Law
LLB-1,,,,,ban,,,24.00,2.21,LLB,School_of_Law
LLB-1,ECO-2,ENG-3,5,4.8,madrasah,Madrasah,Dhaka,39.00,3.91,LLB,School_of_Law
BBA-1,LLB-2,ECO-3,4.81,5,ban,Dhaka,Dhaka,60.00,3.84,LLB,School_of_Law
LLB-1,ECO-2,ANT-3,5,,ban,Dhaka,Dhaka,117.00,2.75,LLB,School_of_Law
LLB-1,BBA-2,ARC-3,4.81,4.2,ban,Chittagong,Chittagong,39.00,3.18,LLB,School_of_Law
LLB-1,ENG-2,ANT-3,5,4.6,ban,Dhaka,Dhaka,15.00,2.14,LLB,School_of_Law
LLB-1,,,4.69,4.3,ban,Dhaka,Dhaka,56.00,3.77,LLB,School_of_Law
BBA-1,ECO-2,LLB-3,4.69,4.2,ban,Dhaka,Dhaka,48.00,2.62,LLB,School_of_Law
BBA-1,LLB-2,ENG-3,4.56,4.9,ban,Dhaka,Dhaka,78.00,2.22,LLB,School_of_Law
LLB-1,ENG-2,,,,ban,,,95.00,2.03,LLB,School_of_Law
LLB-1,ENG-2,BBA-3,3.5,4.3,ban,Dhaka,Dhaka,90.00,3.23,LLB,School_of_Law
LLB-1,BBA-2,ECO-3,5,4.4,ban,Sylhet,Sylhet,38.50,2.62,LLB,School_of_Law
LLB-1,ENG-2,,4.63,4.6,ban,Jessore,Dhaka,33.00,3.63,LLB,School_of_Law
LLB-1,BBA-2,ECO-3,4.25,4.4,ban,Dhaka,Dhaka,15.00,2.67,LLB,School_of_Law
LLB-1,BBA-2,ECO-3,3.4,4.9,ban,Dhaka,Dhaka,15.00,2.54,LLB,School_of_Law
BBA-1,ECO-2,LLB-3,,,ban,,,9.00,3.58,LLB,School_of_Law
LLB-1,ENG-2,,5,4.3,ban,Dhaka,Dhaka,90.00,2.3,LLB,School_of_Law
BBA-1,LLB-2,ENG-3,4.38,4.2,ban,Dhaka,Dhaka,123.00,2.27,LLB,School_of_Law
BBA-1,LLB-2,ENG-3,4.81,4.5,ban,Dhaka,Dhaka,99.00,3.71,LLB,School_of_Law
LLB-1,BBA-2,ECO-3,5,5,ban,Dhaka,Dhaka,30.00,2.38,LLB,School_of_Law
LLB-1,BIO-2,MIC-3,5,5,ban,Dhaka,Dhaka,81.00,2.55,LLB,School_of_Law
LLB-1,ENG-2,,4.75,4.4,ban,Dhaka,Dhaka,24.00,2.94,LLB,School_of_Law
LLB-1,ARC-2,,5,4.6,ban,Dhaka,Dhaka,102.00,2.2,LLB,School_of_Law
LLB-1,ENG-2,BBA-3,5,5,ban,Dhaka,Dhaka,78.00,2.76,LLB,School_of_Law
LLB-1,,,4.94,4.2,ban,Dhaka,Dhaka,32.50,2.72,LLB,School_of_Law
LLB-1,ENG-2,ECO-3,5,5,ban,Dhaka,Dhaka,36.00,2.6,LLB,School_of_Law
BBA-1,ENG-2,LLB-3,4.5,4.6,ban,Dhaka,Dhaka,54.00,3.11,LLB,School_of_Law
BIO-1,LLB-2,BBA-3,5,4.4,ban,Dhaka,Dhaka,76.00,2.99,LLB,School_of_Law
BBA-1,ENG-2,LLB-3,4.44,4.2,ban,Chittagong,Dhaka,9.00,2.99,LLB,School_of_Law
LLB-1,ECE-2,ECO-3,5,4.2,ban,Dhaka,Dhaka,27.00,2.13,LLB,School_of_Law
BBA-1,LLB-2,ENG-3,4.5,4,eng,,,96.00,2.08,LLB,School_of_Law
ENG-1,ECO-2,BBA-3,5,4.8,ban,Dhaka,Dhaka,69.00,3.53,LLB,School_of_Law
LLB-1,ECO-2,,4.38,4.5,ban,Dhaka,Dhaka,48.00,2.07,LLB,School_of_Law
LLB-1,ANT-2,ENG-3,4.88,3.7,ban,Dhaka,Dhaka,15.00,2.68,LLB,School_of_Law
LLB-1,ENG-2,ANT-3,5,5,ban,Dhaka,Dhaka,87.00,3.99,LLB,School_of_Law
ENG-1,LLB-2,PHR-3,5,4.3,ban,Chittagong,Dhaka,120.00,2.93,LLB,School_of_Law
CSE-1,LLB-2,EEE-3,5,4.5,ban,Dhaka,Dhaka,27.00,2.8,LLB,School_of_Law
LLB-1,BBA-2,ENG-3,4.32,4.75,ban,Others,Others,57.00,3.74,LLB,School_of_Law
LLB-1,ARC-2,ENG-3,4.19,4.6,ban,Dhaka,Dhaka,78.00,2.4,LLB,School_of_Law
LLB-1,ECO-2,CSE-3,5,,eng,,,9.00,2.34,LLB,School_of_Law
BBA-1,ECO-2,LLB-3,5,5,ban,Dhaka,Dhaka,36.00,2.23,LLB,School_of_Law
LLB-1,PHR-2,ENG-3,5,4.8,ban,Dhaka,Dhaka,72.00,2.9,LLB,School_of_Law
LLB-1,ECO-2,,5,5,ban,Dhaka,Dhaka,39.00,3.03,LLB,School_of_Law
LLB-1,CSE-2,,5,4.6,ban,Dhaka,Dhaka,15.00,3.39,LLB,School_of_Law
CSE-1,EEE-2,LLB-3,5,4.4,ban,Dhaka,Dhaka,9.00,3.7,LLB,School_of_Law
BBA-1,ECO-2,LLB-3,4.31,4.4,ban,Dhaka,Dhaka,9.00,2.89,LLB,School_of_Law
BBA-1,LLB-2,ECO-3,4.94,5,ban,Dhaka,Dhaka,93.00,3.79,LLB,School_of_Law
BBA-1,LLB-2,ENG-3,3.88,3.6,ban,Dhaka,Dhaka,36.00,2.21,LLB,School_of_Law
LLB-1,ENG-2,,4.69,4.9,madrasah,Madrasah,Dhaka,69.00,3.25,LLB,School_of_Law
LLB-1,BBA-2,ECO-3,5,4.6,ban,Comilla,Comilla,48.00,3.37,LLB,School_of_Law
LLB-1,PHR-2,ECO-3,5,4.7,ban,Chittagong,Chittagong,27.00,3.81,LLB,School_of_Law
LLB-1,ENG-2,ECO-3,5,3.3,ban,Dhaka,Dhaka,27.00,3.85,LLB,School_of_Law
LLB-1,ENG-2,,5,4.8,ban,Dhaka,Dhaka,102.00,2.72,LLB,School_of_Law
LLB-1,ENG-2,ECO-3,5,3.3,ban,Comilla,Comilla,45.00,3.68,LLB,School_of_Law
BBA-1,LLB-2,ECO-3,3.63,4.4,ban,Comilla,Dhaka,15.00,2.98,LLB,School_of_Law
ARC-1,BBA-2,ECO-3,4.2,4,eng,,,124.00,2.64,LLB,School_of_Law
LLB-1,BBA-2,ECO-3,5,5,ban,Dhaka,Dhaka,24.00,2.82,LLB,School_of_Law
LLB-1,,,4.81,5,ban,Dhaka,Dhaka,41.50,2.47,LLB,School_of_Law
LLB-1,BBA-2,ECO-3,4.88,4.7,ban,Dhaka,Dhaka,45.00,2.76,LLB,School_of_Law
ECO-1,BBA-2,LLB-3,4.81,5,ban,Dhaka,Dhaka,81.00,3.37,LLB,School_of_Law
BBA-1,LLB-2,ECO-3,5,5,ban,Rajshahi,Rajshahi,9.00,2.6,LLB,School_of_Law
MIC-1,BIO-2,,4.2,2.5,eng,,,90.00,2.4,MAT,MNS
ARC-1,MAT-2,,3.6,3,eng,,,15.00,2.06,MAT,MNS
CSE-1,EEE-2,APE-3,5,5,ban,Dhaka,Dhaka,18.00,2.23,MAT,MNS
MAT-1,CSE-2,PHY-3,5,3.5,eng,,,78.00,3.53,MAT,MNS
MAT-1,BBA-2,ECO-3,4.42,5,eng,,,18.00,3.91,MAT,MNS
MAT-1,APE-2,EEE-3,5,5,eng,,,132.00,2.52,MAT,MNS
ECO-1,CS-2,MAT-3,5,3.5,eng,,,36.00,2.86,MAT,MNS
MAT-1,,,4,3.5,eng,,,45.00,3.59,MAT,MNS
MAT-1,,,5,5,eng,,,59.00,3.66,MAT,MNS
MAT-1,ENG-2,CSE-3,4.6,,eng,,,117.00,3.68,MAT,MNS
MAT-1,APE-2,PHY-3,5,3,eng,,,129.00,2.36,MAT,MNS
MAT-1,CS-2,,5,4.5,eng,,,33.00,2.7,MAT,MNS
CSE-1,EEE-2,ECE-3,4.94,,ban,Dhaka,Dhaka,60.00,2.46,MAT,MNS
MAT-1,APE-2,CSE-3,5,4,eng,,,27.00,3.51,MAT,MNS
MAT-1,PHY-2,,5,4.42,ban,Dhaka,Dhaka,15.00,2.34,MAT,MNS
MAT-1,PHY-2,,5,3.92,eng-ver,Dhaka,Dhaka,141.00,2.04,MAT,MNS
MAT-1,,,4.63,4.75,ban,Dhaka,Dhaka,9.00,2.9,MAT,MNS
ARC-1,CSE-2,MAT-3,5,4,eng,,,12.00,2.88,MAT,MNS
MIC-1,ENG-2,,4.75,4.4,ban,Dhaka,Dhaka,99.00,2.91,MIC,MNS
EEE-1,ECE-2,,3.56,3.2,ban,Jessore,Jessore,15.00,2.91,MIC,MNS
PHR-1,,,5,4.6,ban,Dhaka,Dhaka,134.50,3.23,MIC,MNS
ECE-1,ARC-2,,5,4.4,ban,Dhaka,Dhaka,51.00,3.21,MIC,MNS
CS-1,MIC-2,,4.94,4.2,ban,Dhaka,Dhaka,21.00,2.3,MIC,MNS
MIC-1,PHR-2,,5,4,ban,Barisal,Dhaka,48.00,2.59,MIC,MNS
BIO-1,MIC-2,,5,4.1,ban,Dhaka,Dhaka,15.00,3.6,MIC,MNS
MIC-1,PHR-2,,5,5,ban,Dhaka,Dhaka,31.00,2.38,MIC,MNS
CSE-1,BIO-2,,5,5,ban,Dinajpur,Dinajpur,9.00,2.31,MIC,MNS
MIC-1,CSE-2,,5,3.6,ban,Dhaka,Dhaka,118.00,3.32,MIC,MNS
PHR-1,MIC-2,,5,4.9,ban,Dhaka,Dhaka,18.00,2.98,MIC,MNS
PHR-1,ECE-2,,5,4.5,ban,Dhaka,Dhaka,27.00,3.69,MIC,MNS
ARC-1,CSE-2,,5,5,ban,Dhaka,Dhaka,15.00,2.97,MIC,MNS
LLB-1,EEE-2,,5,5,ban,Dhaka,Dhaka,54.00,2.44,MIC,MNS
CSE-1,EEE-2,,4.88,3.7,ban,Sylhet,Sylhet,21.00,2.12,MIC,MNS
MIC-1,PHR-2,ECE-3,5,5,ban,Dhaka,Dhaka,114.00,3.54,MIC,MNS
CSE-1,EEE-2,ARC-3,5,5,ban,Dhaka,Dhaka,134.50,3.92,MIC,MNS
PHR-1,BIO-2,MIC-3,5,5,ban,Dhaka,Dhaka,117.00,2.44,MIC,MNS
MIC-1,PHR-2,BBA-3,5,5,ban,Dhaka,Dhaka,114.00,3.17,MIC,MNS
BIO-1,MIC-2,PHR-3,5,5,ban,Dhaka,Dhaka,63.00,3.12,MIC,MNS
ECO-1,ARC-2,MIC-3,5,5,ban,Dhaka,Dhaka,8.00,2.16,MIC,MNS
MIC-1,PHR-2,BBA-3,5,5,ban,Dhaka,Dhaka,32.50,3.03,MIC,MNS
MIC-1,CSE-2,PHR-3,5,4.6,ban,Dhaka,Dhaka,46.50,2.61,MIC,MNS
MIC-1,BIO-2,PHR-3,5,5,ban,Dhaka,Dhaka,18.00,2.32,MIC,MNS
PHR-1,MIC-2,CSE-3,5,5,eng-ver,Dhaka,Dhaka,48.00,2.22,MIC,MNS
PHR-1,MIC-2,CSE-3,4.88,5,ban,Dhaka,Dhaka,65.00,2.44,MIC,MNS
ECE-1,BBA-2,MIC-3,5,4.9,ban,Dhaka,Dhaka,21.00,2.53,MIC,MNS
PHR-1,MIC-2,CSE-3,5,4.5,ban,Dhaka,Dhaka,27.00,3.55,MIC,MNS
MIC-1,ECO-2,BBA-3,5,4.1,ban,Dhaka,Dhaka,24.00,2.49,MIC,MNS
MIC-1,BIO-2,EEE-3,5,4.2,ban,Dhaka,Dhaka,45.00,2.27,MIC,MNS
MIC-1,CSE-2,PHR-3,5,5,eng-ver,Dhaka,Dhaka,126.00,2.84,MIC,MNS
ARC-1,MIC-2,EEE-3,5,5,ban,Dhaka,Dhaka,111.00,3.01,MIC,MNS
MIC-1,PHR-2,BBA-3,5,5,ban,Dhaka,Dhaka,57.00,2.94,MIC,MNS
MIC-1,ARC-2,PHR-3,4.88,3.1,ban,Dhaka,Dhaka,81.00,3.71,MIC,MNS
MIC-1,BIO-2,PHR-3,5,5,ban,Dhaka,Dhaka,68.50,2.38,MIC,MNS
MIC-1,BIO-2,CSE-3,5,5,ban,Dhaka,Dhaka,24.00,3.97,MIC,MNS
ECE-1,MIC-2,ANT-3,5,4.7,ban,Dhaka,Dhaka,15.00,3.94,MIC,MNS
ECE-1,PHR-2,MIC-3,5,4.6,ban,Dhaka,Dhaka,63.00,3.68,MIC,MNS
ECE-1,MIC-2,LLB-3,5,5,ban,Dinajpur,Dinajpur,133.00,2.13,MIC,MNS
BIO-1,MIC-2,BBA-3,4.56,4,ban,Dhaka,Dhaka,123.00,3.83,MIC,MNS
MIC-1,BIO-2,ENG-3,5,5,ban,Dhaka,Dhaka,30.00,3.68,MIC,MNS
PHR-1,EEE-2,MIC-3,5,4.3,ban,Dhaka,Dhaka,15.00,2.6,MIC,MNS
EEE-1,ECE-2,CS-3,5,4.4,ban,Dhaka,Dhaka,18.00,3.66,MIC,MNS
MIC-1,ECE-2,EEE-3,5,5,ban,Jessore,Jessore,45.00,2.49,MIC,MNS
MIC-1,ENG-2,,5,,ban,Dhaka,Dhaka,69.00,2.1,MIC,MNS
MIC-1,BIO-2,PHY-3,4.19,3.4,ban,Dhaka,Dhaka,139.00,2.76,MIC,MNS
MIC-1,BIO-2,BBA-3,5,5,ban,Dhaka,Dhaka,126.00,3.11,MIC,MNS
MIC-1,BIO-2,,5,5,ban,Dhaka,Dhaka,111.00,2.34,MIC,MNS
CSE-1,EEE-2,MIC-3,5,3.9,ban,Dhaka,Dhaka,130.00,3.01,MIC,MNS
CSE-1,,,4.94,4.1,ban,Dhaka,Dhaka,105.00,2.31,MIC,MNS
BIO-1,MIC-2,CSE-3,5,5,ban,Dhaka,Dhaka,15.00,2.19,MIC,MNS
MIC-1,PHR-2,CSE-3,5,5,eng,,,138.00,2.64,MIC,MNS
PHR-1,EEE-2,CSE-3,4.94,4.5,ban,Dhaka,Dhaka,130.00,3.24,MIC,MNS
BIO-1,MIC-2,PHR-3,5,4.25,eng,,,78.00,3.82,MIC,MNS
PHR-1,BIO-2,MIC-3,5,4.5,eng,,,136.00,2.9,MIC,MNS
BIO-1,EEE-2,MIC-3,5,4.5,eng,,,102.00,2.75,MIC,MNS
MIC-1,BIO-2,PHR-3,5,3.5,eng,,,54.00,2.07,MIC,MNS
PHR-1,MIC-2,BIO-3,4.69,3.7,ban,Sylhet,Sylhet,15.00,2.03,MIC,MNS
LLB-1,MIC-2,ARC-3,4.88,4,ban,Dhaka,Dhaka,141.00,2.76,MIC,MNS
MIC-1,PHR-2,BBA-3,5,5,ban,Dhaka,Dhaka,78.00,3.83,MIC,MNS
EEE-1,CS-2,MIC-3,5,5,ban,Dhaka,Dhaka,15.00,3.59,MIC,MNS
MIC-1,PHR-2,ECO-3,4.56,4.9,ban,Dhaka,Dhaka,66.00,2.85,MIC,MNS
CSE-1,ARC-2,APE-3,4.75,4.7,ban,Dhaka,Dhaka,108.00,2.45,MIC,MNS
MIC-1,PHR-2,ECE-3,5,5,ban,Dhaka,Dhaka,132.00,2.75,MIC,MNS
MIC-1,ENG-2,ECO-3,5,5,ban,Dhaka,Dhaka,36.00,2.5,MIC,MNS
PHR-1,MIC-2,LLB-3,5,3.3,ban,Dhaka,Dhaka,35.50,2.75,MIC,MNS
ARC-1,MIC-2,ENG-3,4.81,3.6,ban,Dhaka,Dhaka,28.00,3.93,MIC,MNS
CSE-1,ECE-2,MIC-3,5,4.6,ban,Dhaka,Dhaka,37.00,3.14,MIC,MNS
MIC-1,BIO-2,ECO-3,5,4.5,ban,Dhaka,Dhaka,84.00,3.89,MIC,MNS
MIC-1,BIO-2,PHR-3,5,5,ban,Dhaka,Dhaka,24.00,2.62,MIC,MNS
ARC-1,MIC-2,EEE-3,5,4,eng,,,48.00,2.72,MIC,MNS
BIO-1,MIC-2,,5,3.5,eng,,,24.00,3.4,MIC,MNS
MIC-1,BIO-2,ENG-3,5,4.8,ban,Dhaka,Dhaka,27.00,3.98,MIC,MNS
PHR-1,MIC-2,CS-3,5,4.9,ban,Dhaka,Dhaka,87.00,2.76,MIC,MNS
MIC-1,BIO-2,ENG-3,5,4.9,ban,Dhaka,Dhaka,126.00,2.4,MIC,MNS
MIC-1,BBA-2,BIO-3,5,4.3,ban,Rajshahi,Rajshahi,51.00,2.77,MIC,MNS
EEE-1,ECE-2,MIC-3,5,5,ban,Dhaka,Dhaka,51.00,2.23,MIC,MNS
BBA-1,MIC-2,BIO-3,5,4.2,ban,Dhaka,Dhaka,15.00,2.13,MIC,MNS
MIC-1,BIO-2,ENG-3,5,5,ban,Dhaka,Dhaka,139.00,2.65,MIC,MNS
BBA-1,ENG-2,ECO-3,4.2,2.5,eng,,,15.00,2.41,MIC,MNS
CSE-1,MIC-2,ECE-3,5,5,ban,Dhaka,Dhaka,42.00,3.07,MIC,MNS
